CPU Usage (%),RAM Usage (GB),GPU Usage (%),GPU Memory Usage (GB),Epoch times (seconds)
59.2,45.058841705322266,92.0,79.056640625,11.075568199157715
73.2,45.097965240478516,90.0,79.13671875,7.512004852294922
79.8,45.111637115478516,94.0,79.13671875,8.824117422103882
79.6,45.14849853515625,93.0,79.13671875,8.437491178512573
76.8,45.06294250488281,90.0,79.13671875,7.864383697509766
70.5,45.09497833251953,91.0,79.13671875,9.494285821914673
69.3,45.132179260253906,0.0,79.13671875,6.752550840377808
78.6,45.19160079956055,0.0,79.13671875,8.453294515609741
75.7,45.242706298828125,92.0,79.13671875,6.92466402053833
78.3,45.22320556640625,82.0,79.13671875,8.16294264793396
74.1,45.27116012573242,93.0,79.13671875,10.833369493484497
70.4,45.30168533325195,100.0,79.13671875,7.152274131774902
74.8,45.34768295288086,5.0,79.13671875,7.04664945602417
79.0,45.23241424560547,85.0,79.13671875,8.813464879989624
76.9,45.24613952636719,72.0,79.13671875,7.4161365032196045
68.5,45.3316764831543,0.0,79.13671875,9.044954299926758
69.8,45.32296371459961,0.0,79.13671875,7.056283712387085
76.1,45.268646240234375,20.0,79.13671875,7.50874400138855
77.3,45.243953704833984,92.0,79.13671875,7.933584451675415
83.6,45.241371154785156,92.0,79.13671875,11.60353136062622
71.0,45.24441146850586,82.0,79.13671875,10.449006080627441
78.8,45.25199890136719,87.0,79.13671875,8.990013360977173
79.7,45.309391021728516,3.0,79.13671875,8.475502490997314
74.8,45.36969757080078,93.0,79.13671875,6.802112579345703
77.4,45.28759002685547,88.0,79.13671875,8.207023620605469
70.1,45.28619384765625,91.0,79.13671875,9.844963788986206
72.7,45.31147766113281,92.0,79.13671875,7.170320510864258
77.0,45.28122329711914,100.0,79.13671875,7.848110198974609
76.4,45.23197555541992,91.0,79.13671875,7.859257936477661
78.5,45.28876495361328,97.0,79.13671875,8.261457204818726
67.9,45.24123001098633,89.0,79.13671875,9.407375574111938
78.3,45.480690002441406,95.0,79.13671875,8.081640720367432
79.3,45.72605895996094,97.0,79.13671875,8.925953388214111
77.7,45.71500778198242,87.0,79.13671875,8.171414375305176
78.3,45.646629333496094,90.0,79.13671875,8.489570617675781
67.2,45.72466278076172,88.0,79.13671875,10.102028131484985
79.2,45.73097229003906,94.0,79.13671875,8.898987531661987
78.8,45.771610260009766,2.0,79.13671875,8.776692628860474
76.8,45.800968170166016,7.0,79.13671875,7.762478828430176
77.3,45.66856002807617,4.0,79.13671875,7.872983932495117
68.3,45.64004898071289,26.0,79.13671875,9.960252523422241
76.9,45.716915130615234,45.0,79.13671875,7.640833139419556
77.3,45.63980484008789,92.0,79.13671875,7.430206298828125
80.3,45.22396469116211,93.0,79.13671875,8.971067667007446
78.8,45.22315979003906,93.0,79.13671875,8.470812320709229
67.3,45.26974105834961,95.0,79.13671875,9.291054248809814
74.7,45.30302810668945,92.0,79.13671875,6.852903366088867
78.2,45.26573944091797,96.0,79.13671875,8.056628465652466
75.9,45.35274124145508,89.0,79.13671875,7.3643152713775635
78.0,45.347721099853516,99.0,79.13671875,8.262833595275879
67.4,45.33779525756836,85.0,79.13671875,9.392573118209839
73.1,45.32533645629883,25.0,79.13671875,6.713541269302368
73.3,45.25115203857422,88.0,79.13671875,6.685260057449341
77.1,45.17844772338867,79.0,79.13671875,8.125412940979004
76.0,45.283775329589844,100.0,79.13671875,7.126569747924805
67.9,45.25339126586914,93.0,79.13671875,8.569227695465088
79.4,45.25880432128906,93.0,79.13671875,9.311577081680298
76.3,45.258628845214844,93.0,79.13671875,7.831608772277832
76.2,45.2265739440918,36.0,79.13671875,7.009337663650513
74.0,45.3282585144043,94.0,79.13671875,7.027078151702881
64.8,45.302738189697266,94.0,79.13671875,9.061197757720947
77.8,45.2578010559082,91.0,79.13671875,8.183751821517944
78.7,45.24721908569336,92.0,79.13671875,8.579383611679077
73.6,45.29672622680664,17.0,79.13671875,6.6522886753082275
74.0,45.54780197143555,89.0,79.13671875,7.377073287963867
67.8,45.3214111328125,93.0,79.13671875,9.211344480514526
77.4,45.34382247924805,93.0,79.13671875,8.104975461959839
77.9,45.28379821777344,8.0,79.13671875,8.00332498550415
75.5,45.30280685424805,100.0,79.13671875,7.032037973403931
76.2,45.30955123901367,76.0,79.13671875,6.962603330612183
64.1,45.27458190917969,90.0,79.13671875,8.230452060699463
75.8,45.288597106933594,0.0,79.13671875,8.210086345672607
76.0,45.24665069580078,86.0,79.12109375,8.356914043426514
76.3,45.29536056518555,88.0,79.119140625,8.143962144851685
72.9,45.261085510253906,91.0,79.119140625,7.109555959701538
70.2,45.27122497558594,26.0,79.119140625,9.324944496154785
77.1,45.336036682128906,94.0,79.119140625,7.611427068710327
76.6,45.36985397338867,94.0,79.119140625,7.75300407409668
77.6,45.48492431640625,93.0,79.119140625,8.057344913482666
71.6,45.36380386352539,92.0,79.119140625,7.033088207244873
73.4,45.35579299926758,93.0,79.119140625,10.66276216506958
80.4,45.394344329833984,87.0,79.119140625,10.00174880027771
76.2,45.39663314819336,93.0,79.119140625,7.73003077507019
76.3,45.424705505371094,94.0,79.119140625,7.391478061676025
68.0,45.42961502075195,83.0,79.119140625,7.025940179824829
71.2,45.40130615234375,16.0,79.119140625,9.34670639038086
79.5,45.414546966552734,94.0,79.119140625,9.569206714630127
81.4,45.3775634765625,0.0,79.119140625,10.36489987373352
66.9,45.38845443725586,92.0,79.119140625,6.3795905113220215
76.5,45.32121276855469,93.0,79.119140625,8.006028652191162
73.3,45.341087341308594,89.0,79.119140625,9.475112199783325
81.3,45.33012008666992,95.0,79.119140625,8.661539793014526
81.6,45.366455078125,98.0,79.119140625,9.009755373001099
71.8,45.350303649902344,87.0,79.119140625,7.3358681201934814
75.1,45.36450958251953,94.0,79.119140625,6.724687099456787
73.3,45.3189811706543,100.0,79.119140625,10.466957092285156
76.0,45.36774444580078,100.0,79.119140625,7.256170272827148
76.9,45.3908576965332,100.0,79.119140625,7.887430191040039
72.6,45.410396575927734,90.0,79.119140625,7.845480680465698
76.7,45.39634704589844,90.0,79.119140625,7.89587140083313
72.7,45.42710494995117,24.0,79.119140625,9.497013330459595
75.6,45.35326385498047,94.0,79.119140625,7.148136138916016
79.7,45.507286071777344,85.0,79.119140625,8.839271783828735
74.2,45.34378433227539,94.0,79.119140625,8.210361242294312
76.8,45.32677459716797,100.0,79.119140625,7.421275615692139
69.5,45.32802200317383,8.0,79.119140625,9.272762775421143
78.0,45.52006912231445,81.0,79.119140625,8.60825252532959
77.2,45.36190414428711,94.0,79.119140625,7.421055316925049
76.6,45.31159973144531,2.0,79.119140625,8.536498785018921
78.0,45.331031799316406,89.0,79.119140625,7.671985864639282
69.0,45.304649353027344,30.0,79.119140625,9.086838722229004
77.4,45.29314041137695,24.0,79.119140625,8.034990549087524
75.1,45.34809112548828,89.0,79.119140625,7.787461042404175
77.6,45.302066802978516,1.0,79.119140625,9.11869740486145
79.1,45.25899887084961,90.0,79.119140625,8.20987868309021
75.9,45.26448440551758,94.0,79.119140625,11.30404281616211
76.7,45.28144454956055,90.0,79.119140625,7.545748233795166
72.9,45.23606872558594,92.0,79.119140625,8.124202013015747
77.7,45.280052185058594,98.0,79.119140625,8.1181058883667
77.6,45.24625778198242,91.0,79.119140625,8.096874237060547
72.5,45.2322883605957,90.0,79.119140625,9.95032787322998
76.2,45.349632263183594,91.0,79.119140625,7.4294350147247314
74.5,45.2916259765625,93.0,79.119140625,7.966358423233032
79.9,45.275238037109375,90.0,79.119140625,8.396740198135376
79.2,45.28999710083008,93.0,79.119140625,8.30765986442566
76.3,45.24855041503906,91.0,79.119140625,12.358336210250854
80.8,45.2451171875,88.0,79.119140625,8.95952558517456
69.3,45.255523681640625,100.0,79.119140625,6.952016830444336
76.3,45.2216682434082,93.0,79.119140625,7.44445276260376
74.9,45.190670013427734,98.0,79.119140625,6.884959697723389
68.3,45.221920013427734,90.0,79.119140625,8.350057363510132
71.3,45.231876373291016,87.0,79.119140625,6.593172073364258
74.6,45.28664016723633,23.0,79.119140625,7.532958030700684
75.0,45.2308464050293,91.0,79.119140625,7.150867223739624
75.9,45.23191833496094,93.0,79.119140625,7.331822395324707
72.7,45.32368087768555,26.0,79.119140625,9.812011003494263
69.8,45.384735107421875,92.0,79.119140625,6.0458009243011475
70.8,45.3883171081543,94.0,79.119140625,6.678394317626953
78.2,45.3697509765625,88.0,79.119140625,7.947842836380005
73.4,45.41383361816406,94.0,79.119140625,6.693357944488525
72.2,45.40865707397461,90.0,79.119140625,9.756860494613647
71.5,45.37822723388672,0.0,79.119140625,6.865185976028442
75.1,45.3679084777832,93.0,79.119140625,7.685323715209961
79.7,45.291507720947266,2.0,79.119140625,8.785781145095825
78.3,45.48680877685547,86.0,79.119140625,8.397644996643066
75.5,45.3166389465332,93.0,79.119140625,10.715976476669312
69.0,45.428836822509766,82.0,79.119140625,6.724308967590332
74.9,45.440185546875,1.0,79.119140625,7.252468109130859
82.3,45.411643981933594,93.0,79.119140625,11.129413366317749
76.4,45.41895294189453,94.0,79.119140625,7.666405439376831
70.7,45.35976791381836,0.0,79.119140625,9.03406286239624
73.7,45.372562408447266,95.0,79.119140625,8.358798265457153
83.1,45.459861755371094,96.0,79.119140625,10.284489870071411
81.0,45.464759826660156,92.0,79.119140625,9.601735591888428
83.0,45.437313079833984,100.0,79.119140625,10.932209968566895
69.9,45.51158142089844,90.0,79.119140625,10.795833587646484
82.7,45.47570037841797,92.0,79.119140625,9.628353357315063
77.9,45.49308395385742,94.0,79.119140625,7.567272424697876
76.6,45.45977783203125,90.0,79.119140625,7.709042310714722
76.4,45.44352340698242,91.0,79.119140625,7.6834046840667725
63.4,45.46010971069336,80.0,79.119140625,9.037719011306763
81.4,45.68608474731445,85.0,79.119140625,9.418781042098999
78.5,45.94418716430664,89.0,79.119140625,8.562839031219482
79.4,45.977535247802734,94.0,79.119140625,9.160583734512329
76.2,46.02981185913086,100.0,79.119140625,7.3429625034332275
65.7,46.11622619628906,98.0,79.119140625,9.214271068572998
73.8,46.02333068847656,24.0,79.119140625,7.017516851425171
73.3,46.030738830566406,92.0,79.119140625,6.953048229217529
77.3,46.062721252441406,92.0,79.119140625,7.689051151275635
76.6,46.041358947753906,98.0,79.119140625,7.782667636871338
67.1,46.10557556152344,92.0,79.119140625,8.958498477935791
78.3,46.1488037109375,86.0,79.119140625,8.02765941619873
76.4,46.18378448486328,13.0,79.119140625,7.5703089237213135
75.9,46.58647155761719,93.0,79.119140625,7.568250894546509
80.7,48.0270881652832,26.0,79.119140625,8.792041540145874
68.2,50.32195281982422,88.0,79.119140625,8.696792364120483
76.6,45.410160064697266,0.0,79.119140625,8.036202192306519
73.1,45.42556381225586,89.0,79.119140625,6.965006351470947
75.7,45.43782424926758,100.0,79.119140625,7.45778489112854
75.3,45.40049743652344,100.0,79.119140625,7.438263177871704
66.8,45.358917236328125,83.0,79.119140625,8.776870965957642
78.0,45.33131408691406,6.0,79.119140625,8.252689123153687
78.4,45.26130676269531,92.0,79.119140625,8.429089784622192
77.2,45.31201934814453,94.0,79.119140625,7.923203468322754
77.5,45.320552825927734,89.0,79.119140625,8.05644178390503
67.6,45.34104537963867,91.0,79.119140625,8.81959080696106
76.5,45.30279541015625,31.0,79.119140625,7.451309442520142
74.5,45.264503479003906,100.0,79.119140625,7.0331871509552
75.2,45.23154067993164,94.0,79.119140625,7.356733322143555
76.7,45.23094940185547,95.0,79.119140625,7.514668703079224
67.5,45.223758697509766,93.0,79.119140625,9.225587129592896
80.4,45.28871536254883,3.0,79.119140625,9.267704725265503
75.5,45.231685638427734,93.0,79.119140625,7.537609338760376
77.0,45.27482604980469,91.0,79.119140625,7.8984081745147705
67.6,45.323116302490234,90.0,79.119140625,6.699293851852417
71.2,45.337989807128906,100.0,79.119140625,9.479535341262817
77.5,45.364864349365234,84.0,79.119140625,7.866373777389526
76.4,45.36159896850586,9.0,79.119140625,7.932432651519775
78.1,45.356781005859375,91.0,79.119140625,7.851642847061157
69.3,45.3204460144043,94.0,79.12109375,6.889338493347168
73.4,45.31327438354492,71.0,79.119140625,10.601050615310669
74.1,45.35006332397461,44.0,79.119140625,7.148245573043823
76.8,45.29985046386719,94.0,79.119140625,7.611429452896118
77.7,45.27287292480469,94.0,79.119140625,7.7272186279296875
71.1,45.286163330078125,92.0,79.119140625,7.446035385131836
70.6,45.22187805175781,92.0,79.119140625,9.595735788345337
78.6,45.226829528808594,91.0,79.119140625,8.308232545852661
77.8,45.24065017700195,100.0,79.119140625,8.291354179382324
76.5,45.30946350097656,89.0,79.119140625,8.048653602600098
69.6,45.27730178833008,88.0,79.119140625,7.314747095108032
70.4,45.28256607055664,92.0,79.119140625,9.485967636108398
77.7,45.29066467285156,98.0,79.119140625,7.925382137298584
77.8,45.2753791809082,97.0,79.119140625,8.341974973678589
71.6,45.271728515625,97.0,79.119140625,7.341181039810181
76.6,45.24187469482422,95.0,79.119140625,8.149518489837646
70.6,45.222816467285156,93.0,79.119140625,9.710519552230835
77.9,45.257110595703125,91.0,79.119140625,7.4956583976745605
71.9,45.276424407958984,94.0,79.119140625,6.249795198440552
72.2,45.247493743896484,90.0,79.119140625,7.716669321060181
79.0,45.262229919433594,92.0,79.119140625,8.312331676483154
71.9,45.26911163330078,93.0,79.119140625,9.68303894996643
77.0,45.301265716552734,93.0,79.119140625,8.265669107437134
78.2,45.29127502441406,93.0,79.119140625,8.521620273590088
71.9,45.2841911315918,93.0,79.119140625,7.524364709854126
78.9,45.25063705444336,0.0,79.119140625,8.336519241333008
72.4,45.283409118652344,93.0,79.119140625,9.471962451934814
79.1,45.27228927612305,93.0,79.119140625,8.78607726097107
80.6,45.32941818237305,97.0,79.119140625,8.813441753387451
69.2,45.367034912109375,100.0,79.119140625,7.227639436721802
80.0,45.32737350463867,95.0,79.119140625,8.790824174880981
75.0,45.297332763671875,90.0,79.119140625,10.882938146591187
76.4,45.331153869628906,100.0,79.119140625,8.048471450805664
74.5,45.366973876953125,100.0,79.119140625,7.607982158660889
67.8,45.289451599121094,92.0,79.119140625,7.120474815368652
75.7,45.367225646972656,100.0,79.119140625,7.769635200500488
72.5,45.28451919555664,89.0,79.119140625,10.053221702575684
76.3,45.227943420410156,97.0,79.119140625,7.82569694519043
75.9,45.31285858154297,32.0,79.119140625,7.376321792602539
76.2,45.32060241699219,0.0,79.119140625,8.18721866607666
75.7,45.315311431884766,32.0,79.119140625,7.516737222671509
72.2,45.33332824707031,94.0,79.119140625,9.538673639297485
78.4,45.34809112548828,18.0,79.119140625,8.69132399559021
72.4,45.369754791259766,97.0,79.119140625,7.302454233169556
74.1,45.334022521972656,91.0,79.119140625,7.665351390838623
77.2,45.31704330444336,92.0,79.119140625,7.7549519538879395
74.8,45.28548812866211,93.0,79.119140625,10.261847257614136
76.7,45.29564666748047,92.0,79.119140625,8.006755828857422
70.4,45.261295318603516,84.0,79.119140625,7.555058717727661
80.4,45.389617919921875,88.0,79.119140625,9.637973308563232
78.9,45.3266487121582,91.0,79.119140625,8.695350408554077
71.5,45.339317321777344,91.0,79.119140625,9.311790466308594
76.6,45.34420394897461,94.0,79.119140625,7.953187704086304
71.9,45.30207443237305,92.0,79.119140625,7.526821851730347
76.2,45.3088264465332,94.0,79.119140625,7.719480991363525
77.3,45.29810333251953,18.0,79.119140625,7.887394905090332
72.0,45.314327239990234,24.0,79.12109375,9.867558002471924
77.8,45.329158782958984,92.0,79.119140625,8.434534788131714
66.4,45.32905960083008,86.0,79.119140625,6.234233856201172
79.4,45.2775993347168,93.0,79.12109375,8.876606941223145
79.2,45.289268493652344,90.0,79.119140625,8.598078727722168
76.4,45.2861213684082,88.0,79.119140625,11.959995746612549
74.9,45.32123565673828,92.0,79.119140625,8.069631814956665
70.8,45.32857131958008,93.0,79.119140625,7.927422523498535
78.4,45.289710998535156,26.0,79.119140625,8.508252382278442
77.2,45.28484344482422,0.0,79.119140625,7.842066526412964
74.6,45.309688568115234,85.0,79.119140625,10.351668119430542
77.5,45.304019927978516,91.0,79.119140625,8.474859237670898
72.5,45.28466033935547,98.0,79.119140625,7.367419958114624
79.0,45.24895477294922,95.0,79.119140625,8.460051536560059
77.5,45.37308120727539,0.0,79.119140625,7.84939980506897
72.6,45.26817321777344,32.0,79.12109375,10.293124437332153
74.6,45.291324615478516,92.0,79.119140625,6.8807995319366455
71.3,45.40515899658203,90.0,79.119140625,7.075814247131348
73.6,45.34513854980469,96.0,79.119140625,6.908361434936523
77.9,45.35171890258789,23.0,79.119140625,9.054479837417603
73.4,45.282955169677734,94.0,79.119140625,9.64104962348938
75.1,45.31222152709961,100.0,79.119140625,7.31158185005188
68.9,45.39605712890625,0.0,79.119140625,6.8019373416900635
75.7,45.3176383972168,94.0,79.119140625,7.41366171836853
76.3,45.321449279785156,93.0,79.119140625,7.899368047714233
74.8,45.325401306152344,94.0,79.119140625,10.74384069442749
72.2,45.370277404785156,92.0,79.119140625,6.567384243011475
68.6,45.390132904052734,94.0,79.119140625,6.9277307987213135
76.2,45.3751220703125,96.0,79.119140625,7.629206418991089
74.2,45.35160446166992,6.0,79.119140625,7.166049480438232
70.2,45.35462188720703,94.0,79.119140625,8.971063137054443
77.5,45.35824203491211,69.0,79.119140625,8.357578754425049
68.1,45.34062957763672,93.0,79.119140625,6.611099481582642
76.7,45.4156608581543,100.0,79.119140625,7.635782241821289
78.9,45.40132141113281,93.0,79.119140625,8.785794019699097
69.8,45.34485626220703,97.0,79.119140625,9.554398536682129
72.6,45.316650390625,47.0,79.119140625,7.00907826423645
72.4,45.32395935058594,95.0,79.119140625,6.889646530151367
75.2,45.31983947753906,100.0,79.119140625,7.537830829620361
77.6,45.3288688659668,2.0,79.119140625,7.825664520263672
73.3,45.3806037902832,90.0,79.119140625,8.907968997955322
77.4,45.32050704956055,100.0,79.119140625,8.172555208206177
70.6,45.348121643066406,93.0,79.119140625,7.902867317199707
77.2,45.30604934692383,100.0,79.119140625,8.28343391418457
77.2,45.28668212890625,96.0,79.119140625,8.087243795394897
75.6,45.32322692871094,91.0,79.119140625,11.166873216629028
69.8,45.343849182128906,31.0,79.119140625,6.407475709915161
73.1,45.257232666015625,100.0,79.119140625,7.572644233703613
78.8,45.30662155151367,87.0,79.119140625,8.606426000595093
74.2,45.31984329223633,92.0,79.119140625,7.651268243789673
70.7,45.337772369384766,100.0,79.119140625,9.81089973449707
71.0,45.3275260925293,100.0,79.119140625,7.105374813079834
77.4,45.3347282409668,90.0,79.119140625,7.635230302810669
77.0,45.323707580566406,12.0,79.119140625,7.9520485401153564
76.0,45.3481559753418,95.0,79.119140625,7.723119735717773
77.5,45.41421127319336,91.0,79.119140625,12.287021398544312
72.1,45.40548324584961,100.0,79.119140625,7.3831446170806885
80.5,45.37614059448242,97.0,79.119140625,10.103433847427368
79.5,45.341880798339844,100.0,79.119140625,9.109331846237183
79.2,45.34236526489258,91.0,79.119140625,8.553144216537476
72.2,45.411285400390625,79.0,79.119140625,10.807945966720581
74.2,45.390193939208984,84.0,79.119140625,7.374738931655884
78.1,45.36030197143555,91.0,79.119140625,8.47646427154541
76.3,45.37889099121094,100.0,79.119140625,7.880855321884155
77.2,45.33451843261719,100.0,79.119140625,9.110970973968506
69.7,45.31269454956055,21.0,79.119140625,10.607747554779053
75.8,45.28813171386719,93.0,79.119140625,7.1861231327056885
79.1,45.357391357421875,90.0,79.119140625,9.22272253036499
74.1,45.284053802490234,2.0,79.119140625,6.967463254928589
75.0,45.387332916259766,87.0,79.119140625,7.302558422088623
68.5,45.35371780395508,96.0,79.119140625,9.661396265029907
77.2,45.38450622558594,0.0,79.119140625,8.744512796401978
76.4,45.3304443359375,99.0,79.119140625,7.423893690109253
77.1,45.283294677734375,92.0,79.119140625,8.07271432876587
80.0,45.39020538330078,91.0,79.119140625,8.61731743812561
64.2,45.439598083496094,19.0,79.119140625,8.860234260559082
79.2,45.39961242675781,91.0,79.119140625,8.787442922592163
